 2016-02-16 09:19:40,027 [P1860/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.4 application starting on EB00105
 2016-02-16 10:23:07,518 [P1860/D2/T69] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alicia Haté (1)' with Id '1154' has been unpublished.
 2016-02-16 10:23:11,558 [P1860/D2/T75] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:23:11,566 [P1860/D2/T36] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:23:38,248 [P1860/D2/T63] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alicia Haté' with Id '0' has been published.
 2016-02-16 10:23:42,289 [P1860/D2/T70] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:23:42,294 [P1860/D2/T36] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:23:47,990 [P1860/D2/T57] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alicia Haté' with Id '1155' has been published.
 2016-02-16 10:23:52,108 [P1860/D2/T75] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:23:52,110 [P1860/D2/T79] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:24:04,723 [P1860/D2/T57] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Les Artistes' with Id '1122' has been published.
 2016-02-16 10:24:08,781 [P1860/D2/T75] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:24:08,791 [P1860/D2/T79] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:25:00,900 [P1860/D2/T36] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alicia Haté' with Id '1155' has been published.
 2016-02-16 10:25:04,962 [P1860/D2/T69] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:25:04,965 [P1860/D2/T44] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:25:32,713 [P1860/D2/T77] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Matthieu Houx' with Id '1134' has been published.
 2016-02-16 10:25:36,767 [P1860/D2/T77] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:25:36,770 [P1860/D2/T59] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:25:39,841 [P1860/D2/T54] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Agnès Houx' with Id '1145' has been published.
 2016-02-16 10:25:43,975 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:25:43,977 [P1860/D2/T42] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:25:45,363 [P1860/D2/T70] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jérôme Damien' with Id '1146' has been published.
 2016-02-16 10:25:49,445 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:25:49,459 [P1860/D2/T59] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:25:52,324 [P1860/D2/T76] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jessica Haté' with Id '1147' has been published.
 2016-02-16 10:25:56,378 [P1860/D2/T61] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:25:56,397 [P1860/D2/T43] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:03,437 [P1860/D2/T69] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Dominique Pautas' with Id '1148' has been published.
 2016-02-16 10:26:07,486 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:07,491 [P1860/D2/T45] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:10,124 [P1860/D2/T68] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Florie Dufour' with Id '1149' has been published.
 2016-02-16 10:26:14,196 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:14,199 [P1860/D2/T38] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:17,556 [P1860/D2/T69] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Lucie Chouvel' with Id '1150' has been published.
 2016-02-16 10:26:21,585 [P1860/D2/T69] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:21,587 [P1860/D2/T39] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:23,903 [P1860/D2/T54] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Masumi Fukaya' with Id '1151' has been published.
 2016-02-16 10:26:27,961 [P1860/D2/T69] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:27,969 [P1860/D2/T45] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:30,319 [P1860/D2/T59] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Natacha Pilleta' with Id '1152' has been published.
 2016-02-16 10:26:34,396 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:34,401 [P1860/D2/T39] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:26:37,045 [P1860/D2/T71] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Aliénor Guéniffet' with Id '1153' has been published.
 2016-02-16 10:26:41,073 [P1860/D2/T54] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:26:41,077 [P1860/D2/T39] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:38:52,357 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-02-16 10:38:52,357 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-02-16 10:38:52,358 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2016-02-16 10:38:52,358 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2016-02-16 10:38:52,361 [P1860/D2/T28] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-02-16 10:38:52,377 [P1860/D2/T9] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2016-02-16 10:38:52,382 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2016-02-16 10:38:52,382 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2016-02-16 10:38:52,383 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2016-02-16 10:38:52,419 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-02-16 10:38:52,420 [P1860/D2/T26] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-02-16 10:38:52,420 [P1860/D2/T46] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-02-16 10:38:53,499 [P1860/D3/T21] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.4 application starting on EB00105
 2016-02-16 10:38:53,516 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-02-16 10:38:53,523 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Hash determined (took 6ms)
 2016-02-16 10:38:53,613 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-02-16 10:38:53,621 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 8ms)
 2016-02-16 10:38:53,637 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-02-16 10:38:53,638 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
 2016-02-16 10:38:53,638 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-02-16 10:38:53,639 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2016-02-16 10:38:53,650 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-02-16 10:38:53,651 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 1ms)
 2016-02-16 10:38:53,651 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-02-16 10:38:53,655 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 3ms)
 2016-02-16 10:38:53,685 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-02-16 10:38:53,686 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-02-16 10:38:53,687 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-02-16 10:38:53,687 [P1860/D3/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-02-16 10:38:54,231 [P1860/D3/T21] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 10:38:54,387 [P1860/D3/T21] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 10:38:54,395 [P1860/D3/T21] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 10:38:54,414 [P1860/D3/T21] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-02-16 10:38:54,429 [P1860/D3/T21] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-02-16 10:38:54,489 [P1860/D3/T21] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-02-16 10:38:54,496 [P1860/D3/T21] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 1062ms)
 2016-02-16 10:38:54,999 [P1860/D3/T25] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:59953/umbraco (UmbracoModule request)
 2016-02-16 10:38:55,165 [P1860/D3/T30] INFO  umbraco.content - Load Xml from file...
 2016-02-16 10:38:55,168 [P1860/D3/T30] INFO  umbraco.content - Loaded Xml from file.
 2016-02-16 10:38:55,270 [P1860/D3/T30] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-02-16 10:38:55,270 [P1860/D3/T30] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 0ms)
 2016-02-16 10:38:55,368 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-02-16 10:38:55,369 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-02-16 10:38:55,371 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-02-16 10:38:55,372 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-02-16 10:38:55,495 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-02-16 10:38:55,496 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-02-16 10:38:55,527 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-02-16 10:38:55,528 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2016-02-16 10:38:55,716 [P1860/D3/T30] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-02-16 10:38:55,717 [P1860/D3/T30] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-02-16 10:39:22,509 [P1860/D2/T26] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: MaxRecompilationsReached

_shutDownMessage=Recompilation limit of 15 reached
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown

_shutDownStack=   at System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   at System.Environment.get_StackTrace()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   at System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   at System.Web.Compilation.DiskBuildResultCache.ShutdownCallBack(Object state)
   at System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2016-02-16 10:39:55,765 [P1860/D3/T27] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-02-15 10:39:55
 2016-02-16 10:44:38,081 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-02-16 10:44:38,082 [P1860/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 1ms)
 2016-02-16 10:44:38,226 [P1860/D3/T44] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-02-16 10:44:38,227 [P1860/D3/T44] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
